id,filename,ident,name,type,frequency_khz,latitude_deg,longitude_deg,elevation_ft,iso_country,dme_frequency_khz,dme_channel,dme_latitude_deg,dme_longitude_deg,dme_elevation_ft,slaved_variation_deg,magnetic_variation_deg,usageType,power,associated_airport
89181,Kingston_VOR-DME_US,IGN,Kingston,VOR-DME,117600,41.66550064,-73.82230377,580,US,117600,123X,,,,-12.004,-13.37,BOTH,MEDIUM,KSWF
89188,Indian_Head_VORTAC_US,IHD,Indian Head,VORTAC,108200,39.9742012,-79.35839844,2820,US,108200,019X,,,,-6.002,-9.206,BOTH,MEDIUM,
89190,Mansfield_NDB_US,IHM,Mansfield,NDB,220,42.00279999,-71.19709778,170,US,,,,,,,-15.106,TERMINAL,LOW,
89192,Ironhorse_NDB_US,IHS,Ironhorse,NDB,335,38.67829895,-104.7529984,5832,US,,,,,,,9.224,TERMINAL,LOW,KFCS
89194,Wapsie_NDB_US,IIB,Wapsie,NDB,206,42.45220184,-91.9509964,960,US,,,,,,,0.291,TERMINAL,LOW,
89197,Kipnuk_VOR-DME_US,IIK,Kipnuk,VOR-DME,115900,59.94279861,-164.0339966,0,US,115900,106X,,,,17.001,13.359,BOTH,LOW,PAKI
89199,Hipsher_VOR-DME_US,IIP,Hipsher,VOR-DME,108600,42.67610168,-105.2259979,4900,US,108600,023X,,,,12.001,10.031,LO,MEDIUM,
89200,Louisville_VORTAC_US,IIU,Louisville,VORTAC,114800,38.10350037,-85.57740021,720,US,114800,095X,,,,1.001,-4.014,BOTH,HIGH,KLOU
89201,Washington-Wilkes_Co_NDB_US,IIY,Washington-Wilkes Co,NDB,435,33.77479935,-82.8132019,651,US,,,,,,,-5.176,TERMINAL,LOW,
89206,Jacksonville_VOR-DME_US,IJX,Jacksonville,VOR-DME,108600,39.77640152,-90.23870087,615,US,108600,023X,,,,2.001,-0.327,TERMINAL,LOW,
89207,Nicholas_NDB_US,IJZ,Nicholas,NDB,272,38.17509842,-80.91999817,1880,US,,,,,,,-7.409,TERMINAL,LOW,
89213,Kankakee_VOR-DME_US,IKK,Kankakee,VOR-DME,111600,41.07440186,-87.84980011,625,US,111600,053X,,,,0.001,-2.455,LO,MEDIUM,KIKK
89214,Ankeny_NDB_US,IKV,Ankeny,NDB,275,41.69869995,-93.56340027,904,US,,,,,,,1.549,LO,LOW,
89215,Springfield_NDB_US,IKY,Springfield,NDB,429,37.63460159,-85.23660278,872,US,,,,,,,-4.119,TERMINAL,LOW,
89221,Airbo_NDB_US,IL,Airbo,NDB,407,39.4919014,-83.73670197,1056,US,,,,,,,-5.486,TERMINAL,LOW,
89222,Iresh_NDB_US,IL,Iresh,NDB,278,31.02400017,-97.70800018,857,US,,,,,,,5.126,LO,LOW,KHLR
89223,Airli_NDB_US,IL,Airli,NDB,281,34.19129944,-77.86630249,,US,,,,,,,-8.529,TERMINAL,LOW,KILM
89224,Hadin_NDB_US,IL,Hadin,NDB,248,39.58129883,-75.61389923,,US,,,,,,,-11.499,TERMINAL,MEDIUM,KILG
89226,Williams_VORTAC_US,ILA,Williams,VORTAC,114400,39.07109833,-122.0270004,50,US,114400,091X,,,,18.001,15.026,LO,MEDIUM,
89229,Wilson_Creek_VORTAC_US,ILC,Wilson Creek,VORTAC,116300,38.25019836,-114.3939972,9318,US,116300,110X,,,,16.001,13.078,BOTH,HIGH,
89230,Iliamna_NDB-DME_US,ILI,Iliamna,NDB-DME,411,59.7478981,-154.9100037,168,US,114400,091X,59.749,-154.909,168,,17.509,BOTH,MEDIUM,PAIL
89231,Willard_NDB_US,ILJ,Willard,NDB,254,37.29940033,-93.44069672,,US,,,,,,,2.13,TERMINAL,MEDIUM,KSGF
89232,Willmar_VOR-DME_US,ILL,Willmar,VOR-DME,113700,45.11750031,-95.09059906,1120,US,113700,084X,,,,4.001,2.499,TERMINAL,LOW,
89233,Wilmington_VORTAC_US,ILM,Wilmington,VORTAC,117000,34.35169983,-77.87439728,20,US,117000,117X,,,,-7.001,-8.549,BOTH,HIGH,KILM
89239,Wildhorse_VOR-DME_US,ILR,Wildhorse,VOR-DME,113800,43.5931015,-118.9550018,4140,US,113800,085X,,,,18.001,15.407,LO,MEDIUM,
89240,Isleta_NDB_US,ILT,Isleta,NDB,247,34.98699951,-106.6200027,5304,US,,,,,,,9.498,TERMINAL,MEDIUM,
89245,Keans_NDB_US,IM,Keans,NDB,357,35.53279877,-82.58740234,,US,,,,,,,-5.481,TERMINAL,LOW,KAVL
89246,Kords_NDB_US,IM,Kords,NDB,255,45.72740173,-88.13259888,,US,,,,,,,-3.354,TERMINAL,LOW,
89247,Kimberly_VORTAC_US,IMB,Kimberly,VORTAC,115600,44.64839935,-119.711998,5220,US,115600,103X,,,,20.001,16.098,BOTH,HIGH,
89249,Mount_Edgecumbe_NDB_US,IME,Mount Edgecumbe,NDB,414,57.04729843,-135.3659973,18,US,,,,,,,22.153,LO,LOW,PASI
89251,Imperial_NDB_US,IML,Imperial,NDB,283,40.51160049,-101.6279984,3268,US,,,,,,,7.451,LO,LOW,
89254,Marshfield_NDB_US,IMR,Marshfield,NDB,368,42.09790039,-70.6753006,64,US,,,,,,,-15.281,TERMINAL,LOW,
89255,Madison_NDB_US,IMS,Madison,NDB,404,38.76089859,-85.46050262,874,US,,,,,,,-4.152,TERMINAL,LOW,
89256,Iron_Mountain_VOR-DME_US,IMT,Iron Mountain,VOR-DME,111200,45.81600189,-88.11209869,1130,US,111200,049X,,,,-2.001,-3.38,LO,MEDIUM,
89263,Pully_NDB_US,IN,Pully,NDB,266,39.62900162,-86.41829681,689,US,,,,,,,-3.393,TERMINAL,LOW,
89264,Raize_NDB_US,IN,Raize,NDB,353,48.48130035,-93.27809906,1120,US,,,,,,,0.409,TERMINAL,MEDIUM,KINL
89265,Reeno_NDB_US,IN,Reeno,NDB,317,36.07089996,-80.16680145,,US,,,,,,,-7.431,TERMINAL,LOW,KINT
89266,Winnemucca_VOR-DME_US,INA,Winnemucca,VOR-DME,108200,40.89929962,-117.8119965,4302,US,108200,019X,,,,16.001,14.404,LO,LOW,
89268,Konna_NDB_US,INE,Konna,NDB,521,47.0943985,-114.3970032,3720,US,,,,,,,15.144,LO,MEDIUM,KMSO
89271,Ambler_NDB_US,ING,Ambler,NDB,275,40.12590027,-75.28520203,,US,,,,,,,-12.126,TERMINAL,LOW,
89272,Wink_VORTAC_US,INK,Wink,VORTAC,112100,31.87479973,-103.2440033,2860,US,112100,058X,,,,11.012,8.032,BOTH,HIGH,KINK
89273,International_Falls_VORTAC_US,INL,International Falls,VORTAC,111000,48.56579971,-93.40570068,1180,US,111000,047X,,,,6.001,0.474,LO,MEDIUM,KINL
89276,Indiana_NDB_US,INP,Indiana,NDB,242,40.63190079,-79.06590271,,US,,,,,,,-9.454,TERMINAL,LOW,
89277,Indian_Springs_TACAN_US,INS,Indian Springs,TACAN,134000,36.58499908,-115.6699982,3101,US,134000,067X,,,,15.001,13.072,BOTH,LOW,
89280,Winslow_VORTAC_US,INW,Winslow,VORTAC,112600,35.06159973,-110.7949982,4910,US,112600,073X,,,,14.001,11.242,BOTH,HIGH,
89284,Mount_Sterling_NDB_US,IOB,Mount Sterling,NDB,210,38.06000137,-83.98149872,1016,US,,,,,,,-5.169,LO,LOW,
89288,Mc_Call_NDB_US,IOM,Mc Call,NDB,363,44.80569839,-116.1019974,4912,US,,,,,,,15.13,TERMINAL,LOW,
89292,Iowa_City_VORTAC_US,IOW,Iowa City,VORTAC,116200,41.51900101,-91.61329651,770,US,116200,109X,,,,5.001,0.2,BOTH,HIGH,
89302,Imperial_VORTAC_US,IPL,Imperial,VORTAC,115900,32.74890137,-115.5090027,-20,US,115900,106X,,,,14.001,12.162,BOTH,HIGH,KNJK
89307,Louisa_NDB_US,IQK,Louisa,NDB,382,38.020401,-77.85919952,475,US,,,,,,,-9.521,TERMINAL,LOW,
89309,Sallisaw_NDB_US,IQS,Sallisaw,NDB,520,35.39860153,-94.79440308,805,US,,,,,,,3.177,TERMINAL,LOW,
89323,Kirksville_VORTAC_US,IRK,Kirksville,VORTAC,114600,40.13499832,-92.59169769,985,US,114600,093X,,,,6.001,1.182,BOTH,HIGH,KIRK
89327,Colliers_VORTAC_US,IRQ,Colliers,VORTAC,113900,33.70740128,-82.16210175,428,US,113900,086X,,,,-4.001,-5.438,BOTH,HIGH,KAGS
89328,Sturgis_NDB_US,IRS,Sturgis,NDB,382,41.81309891,-85.43379974,,US,,,,,,,-4.587,TERMINAL,LOW,
89329,Will_Rogers_VORTAC_US,IRW,Will Rogers,VORTAC,114100,35.35860062,-97.60919952,1230,US,114100,088X,,,,7.001,5.082,BOTH,HIGH,
89337,Stals_NDB_US,IS,Stals,NDB,276,35.2439003,-77.69819641,40,US,,,,,,,-9.152,TERMINAL,LOW,
89338,Lokks_NDB_US,IS,Lokks,NDB,366,40.72890091,-73.19020081,18,US,,,,,,,-13.404,TERMINAL,LOW,KISP
89341,Sibley_NDB_US,ISB,Sibley,NDB,269,43.36800003,-95.75250244,1531,US,,,,,,,3.322,TERMINAL,LOW,
89342,Winner_VOR_US,ISD,Winner,VOR,112800,43.48789978,-99.76139832,2355,US,,,,,,8.001,6.36,LO,MEDIUM,5P5
89344,Kissimmee_NDB_US,ISM,Kissimmee,NDB,329,28.2894001,-81.43419647,82,US,,,,,,,-5.103,TERMINAL,LOW,
89345,Williston_VORTAC_US,ISN,Williston,VORTAC,116300,48.25329971,-103.7509995,2372,US,116300,110X,,,,12.001,9.411,BOTH,MEDIUM,
89347,Kinston_VORTAC_US,ISO,Kinston,VORTAC,109600,35.37099838,-77.5582962,70,US,109600,033X,,,,-5.001,-9.235,BOTH,MEDIUM,GWW
89348,Schoolcraft_Co_VOR-DME_US,ISQ,Schoolcraft Co,VOR-DME,110400,45.9762001,-86.17340088,680,US,110400,041X,,,,-5.001,-5.29,LO,LOW,
89351,Wiscasset_NDB_US,ISS,Wiscasset,NDB,407,43.98260117,-69.64029694,160,US,,,,,,,-16.385,TERMINAL,LOW,
89354,Wisconsin_Rapids_NDB_US,ISW,Wisconsin Rapids,NDB,215,44.36389923,-89.83979797,1021,US,,,,,,,-1.419,LO,LOW,
89356,Cincinnati_Blue_Ash_NDB_US,ISZ,Cincinnati Blue Ash,NDB,388,39.24879837,-84.38960266,839,US,,,,,,,-5.136,LO,LOW,
89360,Vrnah_NDB_US,IT,Vrnah,NDB,266,42.43009949,-76.36789703,1504,US,,,,,,,-12.156,TERMINAL,LOW,
89364,Ithaca_VOR-DME_US,ITH,Ithaca,VOR-DME,111800,42.49499893,-76.45970154,1110,US,111800,055X,,,,-10.001,-12.132,LO,MEDIUM,
89366,Hilo_VORTAC_US,ITO,Hilo,VORTAC,116900,19.72130013,-155.0110016,23,US,116900,116X,,,,11.001,9.549,BOTH,HIGH,PHTO
89370,Kit_Carson_NDB_US,ITR,Kit Carson,NDB,209,39.24620056,-102.2839966,4200,US,,,,,,,8.043,LO,LOW,
89372,Truly_NDB_US,ITU,Truly,NDB,371,47.36589813,-111.3730011,4201,US,,,,,,,14.015,TERMINAL,MEDIUM,KGTF
89374,Hicks_NDB_US,IUI,Hicks,NDB,350,35.93769836,-89.83380127,254,US,,,,,,,-0.201,TERMINAL,LOW,
89375,La_Porte_NDB_US,IUL,La Porte,NDB,356,41.49890137,-86.77149963,805,US,,,,,,,-3.458,LO,LOW,KPPO
89385,White_River_NDB_US,IVV,White River,NDB,379,43.56019974,-72.46559906,1125,US,,,,,,,-15.046,TERMINAL,LOW,KLEB
89388,Willie_VORTAC_US,IWA,Willie,VORTAC,113300,33.30319977,-111.651001,1370,US,113300,080X,,,,13.001,11.206,LO,MEDIUM,KIWA
89390,Ironwood_VORTAC_US,IWD,Ironwood,VORTAC,108800,46.53229904,-90.12580109,1230,US,108800,025X,,,,1.001,-1.553,LO,MEDIUM,
89391,Wabash_NDB_US,IWH,Wabash,NDB,329,40.76369858,-85.79769897,792,US,,,,,,,-4.251,TERMINAL,LOW,
89392,Blaak_NDB_US,IWJ,Blaak,NDB,344,31.45569992,-84.81909943,253,US,,,,,,,-3.221,LO,LOW,KBIJ
89393,Wildwood_NDB_US,IWW,Wildwood,NDB,379,60.59870148,-151.2109985,92,US,,,,,,,19.366,LO,MEDIUM,PAEN
89395,Dustt_NDB_US,IX,Dustt,NDB,368,38.73870087,-94.89189911,1040,US,,,,,,,3.109,TERMINAL,LOW,
89401,Chukk_NDB_US,IY,Chukk,NDB,417,43.13389969,-92.72820282,1130,US,,,,,,,1.03,TERMINAL,LOW,
89408,Lincolnton_NDB_US,IZN,Lincolnton,NDB,432,35.53760147,-81.08650208,910,US,,,,,,,-6.551,TERMINAL,LOW,
89410,Montezuma_NDB_US,IZS,Montezuma,NDB,426,32.36740112,-84.00740051,435,US,,,,,,,-4.071,TERMINAL,LOW,
89421,Dinns_NDB_US,JA,Dinns,NDB,344,30.46500015,-81.80169678,,US,,,,,,,-5.213,BOTH,MEDIUM,KJAX
89422,Allen_NDB_US,JA,Allen,NDB,365,32.41249847,-90.11949921,,US,,,,,,,0.174,LO,LOW,KJAN
89428,Jackson_VOR-DME_US,JAC,Jackson,VOR-DME,115400,43.62099838,-110.7320023,6452,US,115400,101X,43.6214,-110.733,6452,13.006,12.559,LO,MEDIUM,KJAC
89433,Jackson_VORTAC_US,JAN,Jackson,VORTAC,112600,32.50749969,-90.16770172,360,US,112600,073X,32.5075,-90.1676,360,5.001,0.188,BOTH,HIGH,KJAN
89435,Jasper_NDB_US,JAS,Jasper,NDB,344,30.95459938,-94.03350067,,US,,,,,,,3.015,LO,LOW,
89437,Jacksboro_NDB_US,JAU,Jacksboro,NDB,204,36.33789825,-84.1608963,1170,US,,,,,,,-4.463,TERMINAL,LOW,
89438,Austin_VOR-DME_US,JAY,Austin,VOR-DME,108200,43.57630157,-92.91970062,1232,US,108200,019X,,,,3.001,1.092,TERMINAL,LOW,
89447,Jigel_NDB_US,JB,Jigel,NDB,384,34.54600143,-79.13839722,135,US,,,,,,,-8.053,TERMINAL,LOW,
89450,Hodge_NDB_US,JBL,Hodge,NDB,256,32.20130157,-92.72599792,240,US,,,,,,,2.058,TERMINAL,LOW,
89451,Jonesboro_VOR-DME_US,JBR,Jonesboro,VOR-DME,108600,35.87490082,-90.58850098,247,US,108600,023X,,,,2.001,0.144,TERMINAL,LOW,KJBR
89456,Junction_VORTAC_US,JCT,Junction,VORTAC,116000,30.59799957,-99.81749725,2280,US,116000,107X,,,,8.012,6.201,BOTH,HIGH,
89461,Gooey_NDB_US,JD,Gooey,NDB,385,38.47790146,-89.73799896,430,US,,,,,,,-0.454,TERMINAL,MEDIUM,KBLV
89463,Wheatfield_NDB_US,JDM,Wheatfield,NDB,408,39.51029968,-101.0479965,3153,US,,,,,,,7.208,TERMINAL,LOW,
89467,Algoa_NDB_US,JE,Algoa,NDB,397,38.54800034,-92.07170105,602,US,,,,,,,1.041,TERMINAL,LOW,
89470,Glen_Rose_VORTAC_US,JEN,Glen Rose,VORTAC,115000,32.1595993,-97.87770081,1300,US,115000,097X,,,,6.01,5.183,BOTH,MEDIUM,
89473,Slover_NDB_US,JES,Slover,NDB,340,31.55240059,-81.88729858,95,US,,,,,,,-5.294,TERMINAL,LOW,
89475,Kennedy_VOR-DME_US,JFK,Kennedy,VOR-DME,115900,40.63290024,-73.77140045,11,US,115900,106X,,,,-12.001,-13.182,BOTH,HIGH,KJFK
89476,Jefferson_VOR-DME_US,JFN,Jefferson,VOR-DME,115200,41.76010132,-80.74810028,900,US,115200,099X,,,,-5.001,-8.491,LO,MEDIUM,
89483,Brenz_NDB_US,JH,Brenz,NDB,260,32.4129982,-90.26129913,314,US,,,,,,,0.234,TERMINAL,LOW,
89485,Hohenwald_NDB_US,JHG,Hohenwald,NDB,257,35.46250153,-87.63030243,800,US,,,,,,,-1.565,TERMINAL,LOW,
89486,Griffin_NDB_US,JHH,Griffin,NDB,412,33.18429947,-84.22750092,775,US,,,,,,,-4.065,TERMINAL,LOW,
89487,Bear_Creek_NDB_US,JHN,Bear Creek,NDB,341,37.63560104,-101.7350006,3324,US,,,,,,,7.397,TERMINAL,LOW,4CO3
89489,Jamestown_VOR-DME_US,JHW,Jamestown,VOR-DME,114700,42.18859863,-79.12129974,1790,US,114700,094X,,,,-7.001,-10.123,BOTH,HIGH,
89496,Johnstown_NDB_US,JJH,Johnstown,NDB,523,42.99940109,-74.33249664,867,US,,,,,,,-13.468,TERMINAL,LOW,
89503,Jacks_Creek_VOR-DME_US,JKS,Jacks Creek,VOR-DME,109400,35.59899902,-88.35890198,630,US,109400,031X,,,,2.001,-1.245,LO,MEDIUM,
89506,Lunns_NDB_US,JL,Lunns,NDB,344,37.2030983,-94.55860138,910,US,,,,,,,3.019,TERMINAL,LOW,KJLN
89509,Julian_VORTAC_US,JLI,Julian,VORTAC,114000,33.14049911,-116.5859985,5560,US,114000,087X,,,,15.001,12.349,BOTH,MEDIUM,
89511,Sabon_NDB_US,JM,Sabon,NDB,395,46.86270142,-98.58070374,,US,,,,,,,5.393,TERMINAL,MEDIUM,KJMS
89514,Mora_NDB_US,JMR,Mora,NDB,327,45.89030075,-93.26799774,997,US,,,,,,,1.075,LO,LOW,
89515,Jamestown_VOR-DME_US,JMS,Jamestown,VOR-DME,114500,46.93289948,-98.67880249,1490,US,114500,092X,,,,10.001,5.439,LO,MEDIUM,KJMS
89517,Balll_NDB_US,JN,Balll,NDB,365,40.18090057,-85.3207016,980,US,,,,,,,-4.409,TERMINAL,LOW,KMIE
89518,Jurly_NDB_US,JN,Jurly,NDB,263,35.47499847,-78.4253006,194,US,,,,,,,-8.486,TERMINAL,LOW,
89520,Grand_Junction_VORTAC_US,JNC,Grand Junction,VORTAC,112400,39.05960083,-108.7929993,7100,US,112400,071X,,,,15.001,11.182,BOTH,HIGH,KGJT
89521,Monroe_NDB_US,JNM,Monroe,NDB,392,33.73759842,-83.72679901,820,US,,,,,,,-4.349,TERMINAL,LOW,
89522,North_River_NDB_US,JNR,North River,NDB,382,63.90769958,-160.8119965,,US,,,,,,,16.045,BOTH,MEDIUM,PAUN
89530,Johnstone_Point_VOR-DME_US,JOH,Johnstone Point,VOR-DME,116700,60.48099899,-146.598999,47,US,116700,114X,,,,27.001,21.139,BOTH,HIGH,
89534,Joliet_VORTAC_US,JOT,Joliet,VORTAC,112300,41.54639816,-88.31839752,593,US,112300,070X,,,,2.001,-2.273,BOTH,HIGH,
89539,Sanjac_NDB_US,JPA,Sanjac,NDB,347,29.6685009,-95.06980133,24,US,,,,,,,3.431,TERMINAL,LOW,
89542,Parkersburg_VORTAC_US,JPU,Parkersburg,VORTAC,108600,39.44120026,-81.37480164,1030,US,108600,023X,,,,-3.001,-7.399,LO,MEDIUM,KPKB
89551,Morrisville-Stowe_NDB_US,JRV,Morrisville-Stowe,NDB,375,44.57870102,-72.58730316,830,US,,,,,,,-15.245,TERMINAL,LOW,
89558,Cherokee_Co_NDB_US,JSO,Cherokee Co,NDB,263,31.8701992,-95.21549988,670,US,,,,,,,3.432,TERMINAL,LOW,
89560,Johnstown_VORTAC_US,JST,Johnstown,VORTAC,113000,40.31669998,-78.834198,2280,US,113000,077X,,,,-6.002,-9.498,BOTH,MEDIUM,KJST
89570,Ashee_NDB_US,JU,Ashee,NDB,410,36.43389893,-81.32189941,3123,US,,,,,,,-6.571,TERMINAL,LOW,
89573,Lebanon_NDB_US,JUE,Lebanon,NDB,414,36.19219971,-86.313797,552,US,,,,,,,-3.047,LO,LOW,
89574,Jecca_NDB_US,JUG,Jecca,NDB,388,32.66809845,-96.53220367,420,US,,,,,,,4.304,TERMINAL,LOW,TA46
89576,Mc_Kinnon_NDB_US,JUK,Mc Kinnon,NDB,353,31.15360069,-81.38950348,19,US,,,,,,,-5.458,TERMINAL,LOW,KSSI
89578,Judd_NDB_US,JUY,Judd,NDB,264,31.30509949,-86.39089966,330,US,,,,,,,-2.138,TERMINAL,LOW,
89581,Catch_NDB_US,JV,Catch,NDB,331,38.47399902,-85.73719788,,US,,,,,,,-3.582,LO,LOW,
89582,Janesville_VOR-DME_US,JVL,Janesville,VOR-DME,114300,42.55799866,-89.1053009,900,US,114300,090X,,,,3.001,-1.587,LO,MEDIUM,
89586,Watonga_NDB_US,JWG,Watonga,NDB,359,35.86199951,-98.4253006,1530,US,,,,,,,5.386,TERMINAL,LOW,
89587,Elmwood_VOR-DME_US,JWJ,Elmwood,VOR-DME,109400,42.1114006,-92.9088974,981,US,109400,031X,,,,3.001,1.199,LO,MEDIUM,
89592,Jakso_NDB_US,JX,Jakso,NDB,212,42.31779861,-84.3655014,,US,,,,,,,-6.01,TERMINAL,LOW,KJXN
89593,Jackson_VOR-DME_US,JXN,Jackson,VOR-DME,109600,42.25920105,-84.45850372,1000,US,109600,033X,,,,-5.001,-5.553,BOTH,MEDIUM,KJXN
89594,Jefferson_NDB_US,JXT,Jefferson,NDB,346,36.11000061,-83.47519684,1218,US,,,,,,,-5.151,TERMINAL,LOW,
89595,St_James_NDB_US,JYG,St James,NDB,260,43.98540115,-94.55220032,1066,US,,,,,,,2.295,TERMINAL,LOW,
89596,Sylvania_NDB_US,JYL,Sylvania,NDB,245,32.64920044,-81.59429932,181,US,,,,,,,-5.566,TERMINAL,LOW,
89597,Wayne_NDB_US,JYN,Wayne,NDB,208,35.52610016,-77.90029907,126,US,,,,,,,-9.111,TERMINAL,LOW,
89599,York_NDB_US,JYR,York,NDB,257,40.89749908,-97.61699677,1665,US,,,,,,,5.044,TERMINAL,LOW,
89601,Junior_VOR-DME_US,JYU,Junior,VOR-DME,113600,32.34460068,-86.99130249,160,US,113600,083X,,,,-1.001,-1.564,LO,HIGH,
89602,Newbn_NDB_US,JZ,Newbn,NDB,338,38.91379929,-95.15390015,855,US,,,,,,,3.218,LO,LOW,
89603,Johns_Island_NDB_US,JZI,Johns Island,NDB,283,32.70149994,-80.00579834,16,US,,,,,,,-7.037,TERMINAL,LOW,
89604,Pickens_NDB_US,JZP,Pickens,NDB,285,34.45690155,-84.46050262,1517,US,,,,,,,-4.103,LO,LOW,
89606,Macomb_NDB_US,JZY,Macomb,NDB,251,40.51839828,-90.56040192,622,US,,,,,,,-0.235,LO,LOW,
89614,Ediz_Hook_NDB_US,K,Ediz Hook,NDB,317,48.13990021,-123.4020004,85,US,,,,,,,18.037,TERMINAL,LOW,
89822,Koyuk_NDB-DME_US,KKA,Koyuk,NDB-DME,299,64.93199921,-161.147995,74,US,113600,083X,64.9322,-161.149,74,,16.083,LO,MEDIUM,PAKK
89117,Kona_VORTAC_US,KOA,Kona,VORTAC,112100,19.71723889,-156.0449203,36,US,,104X,,,,,11,BOTH,HIGH,PHKO
90013,Kelly_TACAN_US,KSY,Kelly,TACAN,112000,29.39159966,-98.58100128,687,US,112000,057X,,,,7.011,5.408,BOTH,MEDIUM,KSKF
90138,Wirey_NDB_US,LA,Wirey,NDB,227,27.93540001,-82.07579803,100,US,,,,,,,-4.399,TERMINAL,LOW,KLAL
90139,Earle_NDB_US,LA,Earle,NDB,401,40.42649841,-87.05180359,670,US,,,,,,,-3.177,TERMINAL,LOW,KLAF
90140,Artda_NDB_US,LA,Artda,NDB,206,42.77759933,-84.49759674,841,US,,,,,,,-6.019,TERMINAL,LOW,KLAN
90141,Lamar_VORTAC_US,LAA,Lamar,VORTAC,116900,38.19710159,-102.6880035,3944,US,116900,116X,,,,12.001,8.139,BOTH,HIGH,
90146,Lacomas_NDB_US,LAC,Lacomas,NDB,328,47.00799942,-122.5559998,101,US,,,,,,,17.311,LO,LOW,KGRF
90151,Hanover_NDB_US,LAH,Hanover,NDB,276,43.70230103,-72.17749786,1175,US,,,,,,,-15.172,LO,LOW,
90154,Lakeland_VORTAC_US,LAL,Lakeland,VORTAC,116000,27.98620033,-82.01390076,135,US,116000,107X,,,,1.001,-4.43,BOTH,HIGH,KLAL
90158,Lansing_VORTAC_US,LAN,Lansing,VORTAC,110800,42.7173996,-84.6977005,880,US,110800,045X,,,,-5.001,-5.506,LO,MEDIUM,KLAN
90167,Laramie_VORTAC_US,LAR,Laramie,VORTAC,117600,41.33789825,-105.7210007,7280,US,117600,123X,,,,14.001,10.099,BOTH,MEDIUM,KLAR
90174,Las_Vegas_VORTAC_US,LAS,Las Vegas,VORTAC,116900,36.07970047,-115.1600037,2141,US,116900,116X,,,,15.001,12.529,BOTH,HIGH,KLAS
90183,Lawton_VOR-DME_US,LAW,Lawton,VOR-DME,109400,34.49620056,-98.4131012,1100,US,109400,031X,,,,9.001,5.376,LO,MEDIUM,KFSI
90184,Los_Angeles_VORTAC_US,LAX,Los Angeles,VORTAC,113600,33.93310165,-118.4319992,182,US,113600,083X,33.9334,-118.432,180,15.001,13.076,BOTH,HIGH,KLAX
90197,Panck_NDB_US,LB,Panck,NDB,383,36.96459961,-100.9560013,2845,US,,,,,,,7.109,TERMINAL,LOW,KLBL
90198,Panbe_NDB_US,LB,Panbe,NDB,416,41.06829834,-100.572998,2722,US,,,,,,,7.063,TERMINAL,MEDIUM,
90199,Freep_NDB_US,LB,Freep,NDB,263,29.19440079,-95.46330261,35,US,,,,,,,3.58,TERMINAL,MEDIUM,
90200,Pollo_NDB_US,LB,Pollo,NDB,219,33.73789978,-101.8290024,,US,,,,,,,7.296,TERMINAL,LOW,KLBB
90204,Lubbock_VORTAC_US,LBB,Lubbock,VORTAC,109200,33.70489883,-101.9140015,3310,US,109200,029X,,,,11.012,7.32,LO,MEDIUM,KLBB
90206,North_Platte_VORTAC_US,LBF,North Platte,VORTAC,117400,41.04859924,-100.7470016,3050,US,117400,121X,,,,11.001,7.13,BOTH,MEDIUM,KLBF
90208,Laker_NDB_US,LBH,Laker,NDB,332,45.54109955,-122.461998,125,US,,,,,,,17.013,LO,LOW,
90209,Liberal_VORTAC_US,LBL,Liberal,VORTAC,112300,37.04439926,-100.9710007,2890,US,112300,070X,,,,11.001,7.083,BOTH,HIGH,KLBL
90215,Lumberton_VOR_US,LBT,Lumberton,VOR,110000,34.6106987,-79.05480194,126,US,,,,,,-8.001,-8.098,LO,LOW,
90217,La_Belle_VORTAC_US,LBV,La Belle,VORTAC,110400,26.82819939,-81.3914032,30,US,110400,041X,,,,1.001,-4.555,BOTH,MEDIUM,
90218,Eaton_VORTAC_US,LBY,Eaton,VORTAC,110600,31.41869926,-89.33760071,290,US,110600,043X,,,,5.001,-0.086,LO,MEDIUM,
90223,Keyli_NDB_US,LC,Keyli,NDB,353,30.19309998,-93.26309967,,US,,,,,,,2.351,TERMINAL,LOW,KLCH
90224,Pickl_NDB_US,LC,Pickl,NDB,376,39.8810997,-82.83609772,,US,,,,,,,-6.378,TERMINAL,LOW,KLCK
90225,Blnap_NDB_US,LC,Blnap,NDB,328,43.5367012,-71.53700256,740,US,,,,,,,-15.337,TERMINAL,LOW,
90232,Wayne_NDB_US,LCG,Wayne,NDB,389,42.24259949,-96.98370361,1424,US,,,,,,,4.338,TERMINAL,LOW,
90233,Lake_Charles_VORTAC_US,LCH,Lake Charles,VORTAC,113400,30.14150047,-93.10559845,20,US,113400,081X,,,,7.001,2.293,BOTH,HIGH,KLCH
90236,Rickenbacker_TACAN_US,LCK,Rickenbacker,TACAN,134200,39.80820084,-82.92880249,732,US,134200,069X,,,,-5.001,-6.322,BOTH,LOW,KLCK
90237,Lake_City_NDB_US,LCQ,Lake City,NDB,204,30.18530083,-82.57859802,200,US,,,,,,,-4.442,TERMINAL,LOW,2FD0
90238,Lucin_VORTAC_US,LCU,Lucin,VORTAC,113600,41.36299896,-113.8410034,4400,US,113600,083X,,,,17.001,13.384,BOTH,HIGH,02UT
90240,Logan_County_NDB_US,LCY,Logan County,NDB,326,35.84560013,-97.415802,1074,US,,,,,,,5.007,TERMINAL,LOW,
